,index,comment,author,relative_time_posted,url,ingestion_date
0,48b5c52f-bd8d-424a-88ca-1a06ac7eda8f,"Women’s Vault Final Results #Tokyo2021 #olympics

🥇 Rebeca Andrade (15.083)
🥈 MyKayla Skinner (14.916)
🥉 Yeo Seojeong (14.733)

Congratulations to all the finalists. ✨❤️",sporteverywhere,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
1,2c476707-419d-4f6c-b510-15be1a806d47,"I'm mexican so i feel so bad for Alexa, she was so close but sadly didn't make it into the podium. However i'm so happy for Rebecca. Parabéns Brasil",Elizabeth Alberto,1 week ago (edited),https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
2,07a482ff-26ea-4272-ae61-190f6518dd0a,Never saw Jade's face like that. She was so heartbroken after her 1st vault. Still so proud of her for being managed to regroup back herself and performed her 2nd vault. Still rooting for you on floor final 💪💪💪,Ashraff Jainal -,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
3,a06a7ccf-193c-4acf-9228-3bb85bb4c3cd,"Rebeca is literally shocking who didn't believe in her potential! In Brazil we are so proud of her, and hoping that she can medal in fx too! 
I was cheering for Jade to get a silver medal, but I think she will medal tomorrow, she deserves a lot",Igor Santos Rosa,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
4,e1157eac-3a6b-4aa0-8af5-9a8d3777a881,"I’m so happy for rebeca and SO happy that mykayla got silver ! I never though that she could get more than a bronze. But of course, it’s sad for Jade. It seems like this time, experience mattered the most",Chamallow,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
5,911c361e-e62a-43a0-a619-0bb4864df28f,"Rebeca!!!!!
She deserves the world, she's been through a lot and it's amazing her capability to bounce back.",Moisés Santana,1 week ago (edited),https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
6,27146e1d-34fb-47a4-8332-1a43d09f99d6,Absolutely gutted and just shocked for Jade. Literally cried right there with her 😭 I don’t think I’ve ever seen Jade do that before.,Jose R,1 week ago (edited),https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
7,b5940b63-b4e1-4810-b239-2ccc319ddf29,"damn, I swear to god, yeo could win the gold medal if not because of the 2nd vault tho. btw congrats to everyone in the field, so proud especially to  mykayla. glad she hit it✨",muhd norafni,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
8,d3a2e22b-c80d-4099-9207-992015b241ad,"So proud of them all! Rebecca has come back from injury with passion! She has been so amazing to watch!
Poor Jade, I had tears in my eyes for her. The BBC commentators are soo awesome! They were so heartbroken for her and proud of her for going thru and hammering that second vault.",Yoki Yoka,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
9,d74e68b0-f671-4d35-9369-944dc6241e53,"I feel bad for Shallon Olsen, she's been in two olympic vault finals, has trained difficult vaults but she just doesn't get great results😢",albertito moon,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
10,51e05870-df80-47cd-ab29-66435abd4707,Soooooo crushed over Jade. I’m happy Myk medalled but Omg is my spirit down. Seeing her start crying when she’s known for being poised and stoic really punched me in the gut hard. I hope she gets out there on the floor and angry tumbles tomorrow.,Brody Penn,1 week ago (edited),https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
11,855d12e1-25c0-40ea-a06c-dc082a9d4e5e,Wanted Mykayla to get Gold but I think silver is her gold. She was the underdog. Mykayla highlighted it's not over until it's over. I can't wait for her to come back to the US. Shout out to Rebeca. What she did is amazing and she should be proud of herself. Felt for Jade.,Nicole Brown,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
12,51fb37df-18d8-4a39-b6c3-77883d0dbc8f,The US women gymnast are medaling in everything so far. They had a great team even without Simone. I hope she is doing okay.,Jessica Daniel,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
13,e59ca4af-21f4-40a7-9ff9-8bd40b97769f,I’m literally crying tears of joy for mykayla. She’s fought so hard and finally made it. So proud 💗,Kyleigh Pettie,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
14,114d2566-e817-4192-a708-73eb6cac1f2d,REBECA OLYMPIC CHAMPION!! IM CRYING,albertito moon,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
15,13c87d3d-a7ba-4189-b0ad-5cbcb9733b1f,"Wooooooow. 
I love this result. Rebeca, after a disappointing 2016 Olympics in her home country, finally gets a silver medal in the ALL AROUND, and then wins the VAULT. Woooow.
Skinner, thank God she didn’t travel back immediately. Well deserved SILVER MEDAL.",Edward Adaba,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
16,75870a09-8a82-4a66-94b1-8ae7188a1f34,"Viva Rebeca!  🇧🇷❤🇧🇷❤🇧🇷
Single mother's daughter, black and poor, she's got the top medal with minimum external resources, great talent and perseverance.",Vitória Pureza,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
17,7911ed54-44e3-460b-88d6-ba182911699d,"i cant be any happier for mykayla - so very very happy for her, boy, its been a rollercoaster of a ride that  has played out over her whole career! but, she is finally, a Olympic medalist!  I feel for Jade, but she does have another chance in floor finals - id love for her to win a medal as well, then every tam member will go home with one 💜",Queen Bee,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
18,1c52d363-f25d-479a-94c9-2095c77a43e5,THE SET OF WINNERS ARE INSANE! THEY HAVE GREAT STORIES ALSO!,Mark Dorm,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
19,102ea0c9-0a62-4269-aaa4-1cd4d3d20237,SO HAPPY For Both Rebeca and Myk!!!!!! Also for Yeo Seojeong (that first vault was WOW). Cried for Jade though :(,Sierra6052,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
20,542d1e02-8924-436b-98c3-443708efbd4c,"So so happy for Rebeca, I love Latino America is having their moment in artistic gymnastics ❤

I feel so bad for Jade, I hope she just had a bad day...",Adali 3,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
21,43c6bf59-82df-45b5-8164-0470d8d0d73a,Beautiful podium! Heartbroken for Jade though :(,Emileigh With a G,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
22,207e1a7f-5ea7-4c3b-b818-82832c37419b,Man I wanted to cry for Jade. I saw her trip and immediately knew it would be bad. Ugh poor thing. The media and commentators are jinxing these poor athletes.,Myname,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
23,20b2ecd8-7244-45e5-aa1d-a0437a266d0b,So happy that Rebecca's risk with the amnar vault paid off🎉😊,K Goulding123,1 week ago,https://www.youtube.com/post/Ugzr4cJ_2nBHLhsyMP14AaABCQ,2021-08-10
