,index,comment,author,relative_time_posted,url,ingestion_date
0,8ea1e543-5f6e-43fb-9802-67bb938b6a2f,#SimoneBiles WILL COMPETE in beam finals tomorrow! 🇺🇸 Good luck Simone! ✨ #olympics #Tokyo2021,sporteverywhere,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
1,23d74423-5050-4ff2-b173-6c1980b0ec89,"I just hope that she can safely show her routine, free and without the immense pressure",Interzoo 04,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
2,0ddfb80e-24f5-44a7-880d-ed3c1d1f082d,"Ok two things. 1) I'm officially terrified. 2) Simone knows her body, she knows her limit and what's best for her. I don't think she'd decide to do this if she wasn't 100% sure she wasn't going to injure herself. But alas, see #1 again.",Myname,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
3,32e93f2a-7e34-4dff-b6e0-1979785c1ed7,"Just want her to do her ABSOLUTE best but SAFELY. I wont care if you medal my girl, the decision to compete has made my joy COMPLETE.",Alicia McDonald,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
4,44bb17dc-5677-4785-b335-88354013196c,hoping she gets through her routine safely 🙏🏻 and of course hoping she medals as well!,Maya C,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
5,540737ff-68ab-4792-ac7f-dae164be501f,suni AND simone is one hell of a dream!!,mm mm,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
6,cf6658ff-4e29-42d0-a99b-60ee156be1b0,"I’m wondering what dismount Simone will do …. The Biles is definetly not a possibility 
Even a full in … i’m not sure and i’m very scared for her … i just want her to be safe and not injured after beam 😔
Maybe a double pike or double tuck ? 🤷‍♂️",Fafouww,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
7,8126abd7-6388-4339-8191-d549597348a3,SIMONE!!!!! I hope she does exceedingly well. I LOVE YOU! I hope she gets back up from where she 'fell'.,pinklabbit,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
8,e0bd87ad-18b9-4ad9-a8a5-c42113dc4c1b,"very excited! floor finals starts now, hope jade medals!",Meha,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
9,0d28445b-0f22-4e24-9456-39d834264ada,Can’t wait to see you both preform! Praying for both of you! GO TEAM USA 🇺🇸!,hazel haskins,1 week ago,https://www.youtube.com/post/UgxVXbye7rjI9Tmkbyd4AaABCQ,2021-08-10
